network_id,n_controls,total_Q,rho,defender_policy,attacker_policy,gradient,samples,converged,stop_reason,iters,defender_opt_time_s,final_regret,defender_assumed_value,attacker_value,value_gap,final_ell,final_indices
0,7,26,1.0,greedy_probability,greedy_probability,stochastic,10,True,regret,921,0.299467,0.00099772,0.31312696,0.31354165,0.00041469,"{""get_credentials"": 0.368967, ""find_LAN_access_port"": 0.149236, ""spoof_MAC_address"": 0.000305, ""find_WLAN"": 0.000155, ""break_WPA_keys"": 0.000155, ""exploit_software_vulnerability"": 0.003383, ""run_malicous_script"": 0.477798}",{}
1,8,29,1.0,greedy_probability,greedy_probability,stochastic,10,True,regret,571,0.140393,0.00099885,0.35564064,0.35641934,0.00077870,"{""BribeProgrammer"": 0.077985, ""ProgrammerObtainsTheCode"": 0.001877, ""HireRobberA"": 0.000219, ""BugInComputerSystem"": 0.000219, ""ExploitBug"": 0.000219, ""HireRobberB"": 0.000219, ""RobberBreaksIntoSystem"": 0.000219, ""UseCodeInProduct"": 0.919044}",{}
2,11,43,1.0,greedy_probability,greedy_probability,stochastic,10,True,regret,830,0.128482,0.00099924,0.36638287,0.36665026,0.00026739,"{""BreakIntoComputerCentre"": 0.00011, ""Unattended Guest"": 0.000206, ""CorruptSysAdmin"": 0.998808, ""ObtainPasswordFileA"": 0.00011, ""EncounterGuessablePasswordA"": 0.00011, ""LookOverSysAdminShoulderA"": 0.00011, ""TrojanHorseSAAccountA"": 0.00011, ""ObtainPasswordFileB"": 0.00011, ""EncounterGuessablePasswordB"": 0.00011, ""LookOverSysAdminShoulderB"": 0.00011, ""TrojanHorseSAAccountB"": 0.00011}",{}
3,11,11,1.0,greedy_probability,greedy_probability,stochastic,10,True,regret,1,0.000426,0.00000000,0.00022508,0.00026461,0.00003953,"{""Impersonation"": 0.090909, ""User_login"": 0.090909, ""Password_attack"": 0.090909, ""Unauthorized_login"": 0.090909, ""Packet_spoofing"": 0.090909, ""Sync_flood"": 0.090909, ""SQL_injection"": 0.090909, ""Insert_malicious_scripts"": 0.090909, ""Capture_packets"": 0.090909, ""Analyze_packets"": 0.090909, ""Modify_sensitive_data"": 0.090909}",{}
4,12,37,1.0,greedy_probability,greedy_probability,stochastic,10,True,regret,1118,0.546189,0.00099972,0.31131084,0.31333313,0.00202230,"{""Guessing"": 7.5e-05, ""Dictionary"": 0.978243, ""Bruteforce"": 7.5e-05, ""GenericReconnaissanceA"": 0.004789, ""EmailTrapExecution"": 7.5e-05, ""PhoneTrapExecution"": 7.5e-05, ""GenericReconnaissanceB"": 0.016298, ""PayloadCrafting"": 7.5e-05, ""EmailFileExecution"": 7.5e-05, ""PhysicalReconnaissance"": 7.5e-05, ""KeyloggerLocalInstallation"": 7.5e-05, ""PasswordIntercept"": 7.5e-05}",{}
5,18,18,1.0,greedy_probability,greedy_probability,stochastic,10,True,regret,1,0.002586,0.00000000,0.00983358,0.00985973,0.00002615,"{""10"": 0.055556, ""11"": 0.055556, ""12"": 0.055556, ""13"": 0.055556, ""14"": 0.055556, ""15"": 0.055556, ""16"": 0.055556, ""17"": 0.055556, ""18"": 0.055556, ""19"": 0.055556, ""20"": 0.055556, ""3"": 0.055556, ""21"": 0.055556, ""22"": 0.055556, ""23"": 0.055556, ""24"": 0.055556, ""25"": 0.055556, ""26"": 0.055556}",{}
6,45,45,1.0,greedy_probability,greedy_probability,stochastic,10,True,regret,983,22.537696,0.00099919,0.32327650,0.32362330,0.00034680,"{""X1"": 2.3e-05, ""X2"": 2.3e-05, ""X3"": 0.005359, ""X4"": 2.3e-05, ""X5"": 2.3e-05, ""X6"": 0.001416, ""X7"": 0.00035, ""X8"": 0.990484, ""X9"": 2.3e-05, ""X10"": 2.3e-05, ""X11"": 2.3e-05, ""X12"": 2.3e-05, ""X13"": 2.3e-05, ""X14"": 2.3e-05, ""X15"": 5.4e-05, ""X16"": 2.3e-05, ""X17"": 2.3e-05, ""X18"": 2.3e-05, ""X19"": 2.3e-05, ""X20"": 2.3e-05, ""X21"": 2.3e-05, ""X22"": 2.6e-05, ""X23"": 2.3e-05, ""X24"": 2.3e-05, ""X25"": 6.1e-05, ""X26"": 6.1e-05, ""X27"": 2.3e-05, ""X28"": 5.4e-05, ""X29"": 0.000149, ""X30"": 2.3e-05, ""X31"": 0.000278, ""X32"": 0.000677, ""X33"": 0.000149, ""X34"": 2.3e-05, ""X35"": 0.000149, ""X36"": 2.3e-05, ""X37"": 2.3e-05, ""X38"": 5.4e-05, ""X44"": 2.3e-05, ""X45"": 2.3e-05, ""X39"": 2.3e-05, ""X40"": 2.3e-05, ""X41"": 2.3e-05, ""X42"": 2.3e-05, ""X43"": 2.3e-05}",{}
7,25,25,1.0,greedy_probability,greedy_probability,stochastic,10,True,regret,1,0.011778,0.00000000,0.00109496,0.00104021,-0.00005475,"{""Signal_and_communication"": 0.04, ""Frogs__switches_and_track_appliances"": 0.04, ""Other_way_and_structure"": 0.04, ""Rail__joint_bar_and_rail_anchoring"": 0.04, ""Roadbed"": 0.04, ""Track_geometry"": 0.04, ""Brakes__use_of"": 0.04, ""General_switching_rules"": 0.04, ""Loading_procedures"": 0.04, ""Miscellaneous"": 0.04, ""Speed"": 0.04, ""Switches__use_of"": 0.04, ""Train_handling/train_makeup"": 0.04, ""Axles_and_journal_bearings"": 0.04, ""Body"": 0.04, ""Brakes"": 0.04, ""Coupler_and_draft_system"": 0.04, ""General_mechanical_and_electrical_failures"": 0.04, ""Locomotive"": 0.04, ""Truck_component"": 0.04, ""Wheels"": 0.04, ""Environmental_conditions"": 0.04, ""Loading_procedures_misc"": 0.04, ""Other_miscellaneous"": 0.04, ""Unusual_operating_situations"": 0.04}",{}
8,9,9,1.0,greedy_probability,greedy_probability,stochastic,10,True,regret,1,0.000788,0.00000000,0.00678705,0.00596195,-0.00082510,"{""Truck_componenets"": 0.111111, ""Brakes__use_of"": 0.111111, ""Flagging__fixed__hand_and_radio_signals"": 0.111111, ""General_switching_rules"": 0.111111, ""Main-track_authority"": 0.111111, ""Miscellaneous"": 0.111111, ""Speed"": 0.111111, ""Train_handling/train_makeup"": 0.111111, ""Unusual_operating_situations"": 0.111111}",{}
9,27,27,1.0,greedy_probability,greedy_probability,stochastic,10,True,regret,1,0.004704,0.00000000,0.01227374,0.01287842,0.00060468,"{""B1"": 0.037037, ""B2"": 0.037037, ""B4"": 0.037037, ""B5"": 0.037037, ""B10"": 0.037037, ""B7"": 0.037037, ""B8"": 0.037037, ""B3"": 0.037037, ""B9"": 0.037037, ""B16"": 0.037037, ""B17"": 0.037037, ""B18"": 0.037037, ""B19"": 0.037037, ""B26"": 0.037037, ""B27"": 0.037037, ""B14"": 0.037037, ""B15"": 0.037037, ""B11"": 0.037037, ""B12"": 0.037037, ""B13"": 0.037037, ""B6"": 0.037037, ""B25"": 0.037037, ""B21"": 0.037037, ""B22"": 0.037037, ""B23"": 0.037037, ""B20"": 0.037037, ""B24"": 0.037037}",{}
10,6,6,1.0,greedy_probability,greedy_probability,stochastic,10,True,regret,1,0.000105,0.00000000,0.00000000,0.00000000,0.00000000,"{""ContaminationTapeFails"": 0.166667, ""CommonCauseSealFailureBE"": 0.166667, ""Metal-To-MetalSealFails"": 0.166667, ""CompressionSeal1Fails"": 0.166667, ""CompressionSeal2Fails"": 0.166667, ""FusedPlugFails"": 0.166667}",{}
11,21,21,1.0,greedy_probability,greedy_probability,stochastic,10,True,regret,1,0.000696,0.00000000,0.00981465,0.01054703,0.00073238,"{""X1"": 0.047619, ""X2"": 0.047619, ""X7"": 0.047619, ""X8"": 0.047619, ""X9"": 0.047619, ""X3"": 0.047619, ""X4"": 0.047619, ""X5"": 0.047619, ""X6"": 0.047619, ""X16"": 0.047619, ""X17"": 0.047619, ""X18"": 0.047619, ""X14"": 0.047619, ""X15"": 0.047619, ""X19"": 0.047619, ""X20"": 0.047619, ""X21"": 0.047619, ""X10"": 0.047619, ""X11"": 0.047619, ""X12"": 0.047619, ""X13"": 0.047619}",{}
