network_id,n_controls,total_Q,rho,defender_policy,attacker_policy,gradient,samples,converged,stop_reason,iters,defender_opt_time_s,final_regret,defender_assumed_value,attacker_value,value_gap,final_ell,final_indices
0,7,26,5.0,greedy_probability,greedy_probability,stochastic,1,True,regret,121,0.012170,0.00098990,0.00485105,0.00485848,0.00000743,"{""get_credentials"": 0.323068, ""find_LAN_access_port"": 0.182714, ""spoof_MAC_address"": 0.012462, ""find_WLAN"": 0.001181, ""break_WPA_keys"": 0.001181, ""exploit_software_vulnerability"": 0.270455, ""run_malicous_script"": 0.20894}",{}
1,8,29,5.0,greedy_probability,greedy_probability,stochastic,1,True,regret,1078,0.039417,0.00099972,0.00639966,0.00641816,0.00001850,"{""BribeProgrammer"": 0.4861, ""ProgrammerObtainsTheCode"": 0.013642, ""HireRobberA"": 0.000248, ""BugInComputerSystem"": 0.000248, ""ExploitBug"": 0.000248, ""HireRobberB"": 0.000248, ""RobberBreaksIntoSystem"": 0.000248, ""UseCodeInProduct"": 0.499016}",{}
2,11,43,5.0,greedy_probability,greedy_probability,stochastic,1,True,regret,2387,0.079474,0.00099963,0.00675625,0.00676386,0.00000761,"{""BreakIntoComputerCentre"": 3.8e-05, ""Unattended Guest"": 0.001961, ""CorruptSysAdmin"": 0.997696, ""ObtainPasswordFileA"": 3.8e-05, ""EncounterGuessablePasswordA"": 3.8e-05, ""LookOverSysAdminShoulderA"": 3.8e-05, ""TrojanHorseSAAccountA"": 3.8e-05, ""ObtainPasswordFileB"": 3.8e-05, ""EncounterGuessablePasswordB"": 3.8e-05, ""LookOverSysAdminShoulderB"": 3.8e-05, ""TrojanHorseSAAccountB"": 3.8e-05}",{}
3,11,11,5.0,greedy_probability,greedy_probability,stochastic,1,True,regret,1,0.000067,0.00000000,0.00007205,0.00009470,0.00002266,"{""Impersonation"": 0.090909, ""User_login"": 0.090909, ""Password_attack"": 0.090909, ""Unauthorized_login"": 0.090909, ""Packet_spoofing"": 0.090909, ""Sync_flood"": 0.090909, ""SQL_injection"": 0.090909, ""Insert_malicious_scripts"": 0.090909, ""Capture_packets"": 0.090909, ""Analyze_packets"": 0.090909, ""Modify_sensitive_data"": 0.090909}",{}
4,12,37,5.0,greedy_probability,greedy_probability,stochastic,1,True,regret,1228,0.082570,0.00099839,0.00481124,0.00483858,0.00002734,"{""Guessing"": 6.8e-05, ""Dictionary"": 0.33278, ""Bruteforce"": 6.8e-05, ""GenericReconnaissanceA"": 0.223733, ""EmailTrapExecution"": 6.8e-05, ""PhoneTrapExecution"": 6.8e-05, ""GenericReconnaissanceB"": 0.442876, ""PayloadCrafting"": 6.8e-05, ""EmailFileExecution"": 6.8e-05, ""PhysicalReconnaissance"": 6.8e-05, ""KeyloggerLocalInstallation"": 6.8e-05, ""PasswordIntercept"": 6.8e-05}",{}
5,18,18,5.0,greedy_probability,greedy_probability,stochastic,1,True,regret,1,0.000290,0.00000000,0.00374708,0.00386763,0.00012056,"{""10"": 0.055556, ""11"": 0.055556, ""12"": 0.055556, ""13"": 0.055556, ""14"": 0.055556, ""15"": 0.055556, ""16"": 0.055556, ""17"": 0.055556, ""18"": 0.055556, ""19"": 0.055556, ""20"": 0.055556, ""3"": 0.055556, ""21"": 0.055556, ""22"": 0.055556, ""23"": 0.055556, ""24"": 0.055556, ""25"": 0.055556, ""26"": 0.055556}",{}
6,45,45,5.0,greedy_probability,greedy_probability,stochastic,1,True,regret,1,0.006347,0.00000000,0.37922295,0.37969593,0.00047298,"{""X1"": 0.022222, ""X2"": 0.022222, ""X3"": 0.022222, ""X4"": 0.022222, ""X5"": 0.022222, ""X6"": 0.022222, ""X7"": 0.022222, ""X8"": 0.022222, ""X9"": 0.022222, ""X10"": 0.022222, ""X11"": 0.022222, ""X12"": 0.022222, ""X13"": 0.022222, ""X14"": 0.022222, ""X15"": 0.022222, ""X16"": 0.022222, ""X17"": 0.022222, ""X18"": 0.022222, ""X19"": 0.022222, ""X20"": 0.022222, ""X21"": 0.022222, ""X22"": 0.022222, ""X23"": 0.022222, ""X24"": 0.022222, ""X25"": 0.022222, ""X26"": 0.022222, ""X27"": 0.022222, ""X28"": 0.022222, ""X29"": 0.022222, ""X30"": 0.022222, ""X31"": 0.022222, ""X32"": 0.022222, ""X33"": 0.022222, ""X34"": 0.022222, ""X35"": 0.022222, ""X36"": 0.022222, ""X37"": 0.022222, ""X38"": 0.022222, ""X44"": 0.022222, ""X45"": 0.022222, ""X39"": 0.022222, ""X40"": 0.022222, ""X41"": 0.022222, ""X42"": 0.022222, ""X43"": 0.022222}",{}
7,25,25,5.0,greedy_probability,greedy_probability,stochastic,1,True,regret,1,0.001209,0.00000000,0.00055676,0.00066475,0.00010799,"{""Signal_and_communication"": 0.04, ""Frogs__switches_and_track_appliances"": 0.04, ""Other_way_and_structure"": 0.04, ""Rail__joint_bar_and_rail_anchoring"": 0.04, ""Roadbed"": 0.04, ""Track_geometry"": 0.04, ""Brakes__use_of"": 0.04, ""General_switching_rules"": 0.04, ""Loading_procedures"": 0.04, ""Miscellaneous"": 0.04, ""Speed"": 0.04, ""Switches__use_of"": 0.04, ""Train_handling/train_makeup"": 0.04, ""Axles_and_journal_bearings"": 0.04, ""Body"": 0.04, ""Brakes"": 0.04, ""Coupler_and_draft_system"": 0.04, ""General_mechanical_and_electrical_failures"": 0.04, ""Locomotive"": 0.04, ""Truck_component"": 0.04, ""Wheels"": 0.04, ""Environmental_conditions"": 0.04, ""Loading_procedures_misc"": 0.04, ""Other_miscellaneous"": 0.04, ""Unusual_operating_situations"": 0.04}",{}
8,9,9,5.0,greedy_probability,greedy_probability,stochastic,1,True,regret,1,0.000101,0.00000000,0.00274606,0.00257475,-0.00017130,"{""Truck_componenets"": 0.111111, ""Brakes__use_of"": 0.111111, ""Flagging__fixed__hand_and_radio_signals"": 0.111111, ""General_switching_rules"": 0.111111, ""Main-track_authority"": 0.111111, ""Miscellaneous"": 0.111111, ""Speed"": 0.111111, ""Train_handling/train_makeup"": 0.111111, ""Unusual_operating_situations"": 0.111111}",{}
9,27,27,5.0,greedy_probability,greedy_probability,stochastic,1,True,regret,1,0.000505,0.00000000,0.00833105,0.00857337,0.00024232,"{""B1"": 0.037037, ""B2"": 0.037037, ""B4"": 0.037037, ""B5"": 0.037037, ""B10"": 0.037037, ""B7"": 0.037037, ""B8"": 0.037037, ""B3"": 0.037037, ""B9"": 0.037037, ""B16"": 0.037037, ""B17"": 0.037037, ""B18"": 0.037037, ""B19"": 0.037037, ""B26"": 0.037037, ""B27"": 0.037037, ""B14"": 0.037037, ""B15"": 0.037037, ""B11"": 0.037037, ""B12"": 0.037037, ""B13"": 0.037037, ""B6"": 0.037037, ""B25"": 0.037037, ""B21"": 0.037037, ""B22"": 0.037037, ""B23"": 0.037037, ""B20"": 0.037037, ""B24"": 0.037037}",{}
10,6,6,5.0,greedy_probability,greedy_probability,stochastic,1,True,regret,1,0.000030,0.00000000,0.00000000,0.00000000,0.00000000,"{""ContaminationTapeFails"": 0.166667, ""CommonCauseSealFailureBE"": 0.166667, ""Metal-To-MetalSealFails"": 0.166667, ""CompressionSeal1Fails"": 0.166667, ""CompressionSeal2Fails"": 0.166667, ""FusedPlugFails"": 0.166667}",{}
11,21,21,5.0,greedy_probability,greedy_probability,stochastic,1,True,regret,1,0.000102,0.00000000,0.00251865,0.00279075,0.00027211,"{""X1"": 0.047619, ""X2"": 0.047619, ""X7"": 0.047619, ""X8"": 0.047619, ""X9"": 0.047619, ""X3"": 0.047619, ""X4"": 0.047619, ""X5"": 0.047619, ""X6"": 0.047619, ""X16"": 0.047619, ""X17"": 0.047619, ""X18"": 0.047619, ""X14"": 0.047619, ""X15"": 0.047619, ""X19"": 0.047619, ""X20"": 0.047619, ""X21"": 0.047619, ""X10"": 0.047619, ""X11"": 0.047619, ""X12"": 0.047619, ""X13"": 0.047619}",{}
12,22,22,5.0,greedy_probability,greedy_probability,stochastic,1,True,regret,1,0.000802,0.00000000,0.08369976,0.08304008,-0.00065968,"{""X1_1"": 0.045455, ""X1_2"": 0.045455, ""X1_3"": 0.045455, ""X2_1_1"": 0.045455, ""X2_1_2"": 0.045455, ""X2_2_1"": 0.045455, ""X2_2_2"": 0.045455, ""X2_3"": 0.045455, ""X3_1"": 0.045455, ""X3_2"": 0.045455, ""X3_3"": 0.045455, ""X4_1_1"": 0.045455, ""X4_1_2"": 0.045455, ""X4_1_3"": 0.045455, ""X4_2_1"": 0.045455, ""X4_2_2"": 0.045455, ""X5_1_1"": 0.045455, ""X5_1_2"": 0.045455, ""X5_2_1"": 0.045455, ""X5_2_2"": 0.045455, ""X5_3_1"": 0.045455, ""X5_3_2"": 0.045455}",{}
13,53,53,5.0,greedy_probability,greedy_probability,stochastic,1,True,regret,1,0.000113,0.00000000,0.00000000,0.00000000,0.00000000,"{""X1"": 0.018868, ""X2"": 0.018868, ""X3"": 0.018868, ""X4"": 0.018868, ""X5"": 0.018868, ""X6"": 0.018868, ""X7"": 0.018868, ""X8"": 0.018868, ""X9"": 0.018868, ""X10"": 0.018868, ""X11"": 0.018868, ""X12"": 0.018868, ""X13"": 0.018868, ""X14"": 0.018868, ""X15"": 0.018868, ""X16"": 0.018868, ""X17"": 0.018868, ""X18"": 0.018868, ""X19"": 0.018868, ""X20"": 0.018868, ""X21"": 0.018868, ""X22"": 0.018868, ""X23"": 0.018868, ""X24"": 0.018868, ""X25"": 0.018868, ""X26"": 0.018868, ""X27"": 0.018868, ""X30"": 0.018868, ""X31"": 0.018868, ""X32"": 0.018868, ""X33"": 0.018868, ""X34"": 0.018868, ""X35"": 0.018868, ""X36"": 0.018868, ""X37"": 0.018868, ""X38"": 0.018868, ""X39"": 0.018868, ""X28"": 0.018868, ""X29"": 0.018868, ""X40"": 0.018868, ""X41"": 0.018868, ""X42"": 0.018868, ""X43"": 0.018868, ""X44"": 0.018868, ""X45"": 0.018868, ""X46"": 0.018868, ""X47"": 0.018868, ""X48"": 0.018868, ""X49"": 0.018868, ""X50"": 0.018868, ""X51"": 0.018868, ""X52"": 0.018868, ""X53"": 0.018868}",{}
