network_id,n_controls,total_Q,rho,batch,runs,exact_runs,exact_iters,max_iters,exact_time_s,exact_time_std,target_obj,stoch_reached,stoch_iters_to_target,stoch_time_to_target_s,extra_iters,extra_time_s,iter_ratio,time_ratio,target_ell
0,7,26,5.0,100,10,10,2000,100000,1.682189,0.002192,0.00499767,10/10,416.2,1.874389,-1583.8,0.192200,0.208,1.114,"{""get_credentials"": 0.36246, ""find_LAN_access_port"": 0.000183, ""spoof_MAC_address"": 0.00016, ""find_WLAN"": 0.000112, ""break_WPA_keys"": 0.003008, ""exploit_software_vulnerability"": 0.226567, ""run_malicous_script"": 0.40751}"
1,8,29,5.0,100,10,10,2000,100000,1.934325,0.001545,0.00644695,10/10,3482.0,14.311618,1482.0,12.377294,1.741,7.399,"{""BribeProgrammer"": 0.000483, ""ProgrammerObtainsTheCode"": 0.00025, ""HireRobberA"": 0.000333, ""BugInComputerSystem"": 0.000196, ""ExploitBug"": 0.000227, ""HireRobberB"": 8.2e-05, ""RobberBreaksIntoSystem"": 9.4e-05, ""UseCodeInProduct"": 0.998335}"
2,11,43,5.0,100,10,10,2000,100000,4.289977,0.005064,0.52418525,10/10,1351.6,2.342345,-648.4,-1.947632,0.676,0.546,"{""BreakIntoComputerCentre"": 0.099134, ""Unattended Guest"": 0.117578, ""CorruptSysAdmin"": 0.123384, ""ObtainPasswordFileA"": 0.098528, ""EncounterGuessablePasswordA"": 0.010009, ""LookOverSysAdminShoulderA"": 0.113508, ""TrojanHorseSAAccountA"": 0.107759, ""ObtainPasswordFileB"": 0.098878, ""EncounterGuessablePasswordB"": 0.00959, ""LookOverSysAdminShoulderB"": 0.114086, ""TrojanHorseSAAccountB"": 0.107548}"
3,11,11,5.0,100,10,10,2000,100000,1.239184,0.001049,0.00001441,0/10,,,,,,,"{""Impersonation"": 0.004889, ""User_login"": 4.5e-05, ""Password_attack"": 0.238848, ""Unauthorized_login"": 0.23859, ""Packet_spoofing"": 0.177405, ""Sync_flood"": 0.177065, ""SQL_injection"": 0.160182, ""Insert_malicious_scripts"": 4.5e-05, ""Capture_packets"": 0.00284, ""Analyze_packets"": 4.5e-05, ""Modify_sensitive_data"": 4.5e-05}"
4,12,37,5.0,100,10,10,2000,100000,4.411462,0.020426,0.20749802,10/10,2579.4,15.558195,579.4,11.146733,1.290,3.527,"{""Guessing"": 0.159473, ""Dictionary"": 0.276663, ""Bruteforce"": 0.087581, ""GenericReconnaissanceA"": 0.154938, ""EmailTrapExecution"": 0.044585, ""PhoneTrapExecution"": 0.037956, ""GenericReconnaissanceB"": 0.000711, ""PayloadCrafting"": 0.014009, ""EmailFileExecution"": 0.015518, ""PhysicalReconnaissance"": 0.008883, ""KeyloggerLocalInstallation"": 0.018186, ""PasswordIntercept"": 0.181497}"
5,18,18,5.0,100,10,10,2000,100000,1.935264,0.006084,0.00180732,10/10,10221.7,129.645601,8221.7,127.710337,5.111,66.991,"{""10"": 0.155385, ""11"": 0.000134, ""12"": 6.5e-05, ""13"": 0.029443, ""14"": 0.029393, ""15"": 0.029376, ""16"": 0.029277, ""17"": 0.029367, ""18"": 0.029317, ""19"": 0.029286, ""20"": 0.029354, ""3"": 0.242473, ""21"": 0.116231, ""22"": 4.7e-05, ""23"": 0.116195, ""24"": 5.8e-05, ""25"": 0.067321, ""26"": 0.067278}"
6,45,45,5.0,100,10,10,2000,100000,9.777664,0.024105,0.28242208,10/10,1864.8,64.203636,-135.2,54.425972,0.932,6.566,"{""X1"": 0.012751, ""X2"": 0.019763, ""X3"": 0.036198, ""X4"": 0.018006, ""X5"": 0.012439, ""X6"": 0.035978, ""X7"": 0.034232, ""X8"": 0.037006, ""X9"": 0.017653, ""X10"": 0.015137, ""X11"": 0.015685, ""X12"": 0.016001, ""X13"": 0.021768, ""X14"": 0.020973, ""X15"": 0.022718, ""X16"": 0.018112, ""X17"": 0.019574, ""X18"": 0.021805, ""X19"": 0.020905, ""X20"": 0.015129, ""X21"": 0.02016, ""X22"": 0.022337, ""X23"": 0.019912, ""X24"": 0.013216, ""X25"": 0.029955, ""X26"": 0.031604, ""X27"": 0.015131, ""X28"": 0.028472, ""X29"": 0.033749, ""X30"": 0.012431, ""X31"": 0.034042, ""X32"": 0.035889, ""X33"": 0.032293, ""X34"": 0.017439, ""X35"": 0.032916, ""X36"": 0.018644, ""X37"": 0.015113, ""X38"": 0.028945, ""X44"": 0.016173, ""X45"": 0.016975, ""X39"": 0.0174, ""X40"": 0.015918, ""X41"": 0.021833, ""X42"": 0.018057, ""X43"": 0.019561}"
7,25,25,5.0,100,10,10,2000,100000,2.735233,0.008732,0.00021151,10/10,51122.0,1133.120767,49122.0,1130.385534,25.561,414.268,"{""Signal_and_communication"": 0.010705, ""Frogs__switches_and_track_appliances"": 0.035372, ""Other_way_and_structure"": 0.010708, ""Rail__joint_bar_and_rail_anchoring"": 0.132158, ""Roadbed"": 0.050238, ""Track_geometry"": 0.100843, ""Brakes__use_of"": 0.002565, ""General_switching_rules"": 0.027462, ""Loading_procedures"": 0.002575, ""Miscellaneous"": 0.027462, ""Speed"": 0.019233, ""Switches__use_of"": 0.035349, ""Train_handling/train_makeup"": 0.089235, ""Axles_and_journal_bearings"": 0.070623, ""Body"": 0.010789, ""Brakes"": 0.050247, ""Coupler_and_draft_system"": 0.010704, ""General_mechanical_and_electrical_failures"": 0.00257, ""Locomotive"": 0.057189, ""Truck_component"": 0.035323, ""Wheels"": 0.063994, ""Environmental_conditions"": 0.057176, ""Loading_procedures_misc"": 0.035393, ""Other_miscellaneous"": 0.019202, ""Unusual_operating_situations"": 0.042885}"
8,9,9,5.0,100,10,10,2000,100000,0.600282,0.008108,0.00112749,10/10,11717.7,44.318303,9717.7,43.718021,5.859,73.829,"{""Truck_componenets"": 0.058607, ""Brakes__use_of"": 0.136294, ""Flagging__fixed__hand_and_radio_signals"": 0.101439, ""General_switching_rules"": 0.058611, ""Main-track_authority"": 0.167887, ""Miscellaneous"": 0.101441, ""Speed"": 0.258593, ""Train_handling/train_makeup"": 0.058521, ""Unusual_operating_situations"": 0.058606}"
9,27,27,5.0,100,10,10,2000,100000,2.591852,0.009504,0.00182764,10/10,8287.0,159.331763,6287.0,156.739912,4.144,61.474,"{""B1"": 0.005492, ""B2"": 0.005487, ""B4"": 0.164753, ""B5"": 0.005367, ""B10"": 0.003444, ""B7"": 0.002955, ""B8"": 0.00274, ""B3"": 0.002798, ""B9"": 1.9e-05, ""B16"": 1.9e-05, ""B17"": 1.9e-05, ""B18"": 1.9e-05, ""B19"": 1.9e-05, ""B26"": 1.9e-05, ""B27"": 1.9e-05, ""B14"": 1.9e-05, ""B15"": 1.9e-05, ""B11"": 1.9e-05, ""B12"": 1.9e-05, ""B13"": 1.9e-05, ""B6"": 0.00536, ""B25"": 0.050445, ""B21"": 0.003462, ""B22"": 0.154588, ""B23"": 0.182996, ""B20"": 0.182499, ""B24"": 0.22739}"
