network_id,n_controls,total_Q,rho,defender_policy,attacker_policy,gradient,samples,converged,stop_reason,iters,defender_opt_time_s,final_regret,defender_assumed_value,attacker_value,value_gap,final_ell,final_indices
0,7,26,1.0,greedy_probability,index,stochastic,1,True,regret,8927,0.386687,0.00099024,0.31305380,0.36050435,0.04745055,"{""get_credentials"": 0.368696, ""find_LAN_access_port"": 0.150144, ""spoof_MAC_address"": 0.000344, ""find_WLAN"": 1.6e-05, ""break_WPA_keys"": 1.6e-05, ""exploit_software_vulnerability"": 0.003567, ""run_malicous_script"": 0.477217}","{""get_credentials"": [0.366886, 0.342977, 0.304836, 0.246226, 0.181828], ""find_LAN_access_port"": [0.472995, 0.449962, 0.398747], ""spoof_MAC_address"": [0.576023, 0.57599, 0.575932, 0.57582], ""find_WLAN"": [0.576237, 0.576232, 0.576219], ""break_WPA_keys"": [0.576255, 0.57625, 0.576237, 0.576212], ""exploit_software_vulnerability"": [0.576272, 0.575858, 0.575057, 0.573132], ""run_malicous_script"": [0.578678, 0.530124, 0.434548]}"
1,8,29,1.0,greedy_probability,index,stochastic,1,True,regret,1808,0.066799,0.00099975,0.35570159,0.41070521,0.05500363,"{""BribeProgrammer"": 0.140492, ""ProgrammerObtainsTheCode"": 0.000704, ""HireRobberA"": 0.000148, ""BugInComputerSystem"": 0.000148, ""ExploitBug"": 0.000148, ""HireRobberB"": 0.000148, ""RobberBreaksIntoSystem"": 0.000148, ""UseCodeInProduct"": 0.858064}","{""BribeProgrammer"": [0.350547, 0.341853, 0.324641, 0.295984], ""ProgrammerObtainsTheCode"": [0.411182, 0.411137, 0.411059, 0.410904], ""HireRobberA"": [0.411282, 0.411267, 0.411235], ""BugInComputerSystem"": [0.411361, 0.41135, 0.411328, 0.411285], ""ExploitBug"": [0.411434, 0.41142, 0.411391], ""HireRobberB"": [0.41134, 0.411325, 0.411291], ""RobberBreaksIntoSystem"": [0.411427, 0.411401, 0.411338], ""UseCodeInProduct"": [0.411507, 0.395804, 0.367683, 0.320226, 0.236142]}"
2,11,43,1.0,greedy_probability,index,stochastic,1,True,regret,1130,0.038097,0.00099958,0.36649663,0.99990403,0.63340740,"{""BreakIntoComputerCentre"": 8e-05, ""Unattended Guest"": 0.000812, ""CorruptSysAdmin"": 0.998464, ""ObtainPasswordFileA"": 8e-05, ""EncounterGuessablePasswordA"": 8e-05, ""LookOverSysAdminShoulderA"": 8e-05, ""TrojanHorseSAAccountA"": 8e-05, ""ObtainPasswordFileB"": 8e-05, ""EncounterGuessablePasswordB"": 8e-05, ""LookOverSysAdminShoulderB"": 8e-05, ""TrojanHorseSAAccountB"": 8e-05}","{""BreakIntoComputerCentre"": [0.999883, 0.999848, 0.999777], ""Unattended Guest"": [0.999078, 0.998946, 0.99867], ""CorruptSysAdmin"": [0.354168, 0.331499, 0.298677], ""ObtainPasswordFileA"": [0.999803, 0.999776, 0.999731, 0.999642], ""EncounterGuessablePasswordA"": [0.999912, 0.999901, 0.999882, 0.999845, 0.999783], ""LookOverSysAdminShoulderA"": [0.999904, 0.999887, 0.999854, 0.999788], ""TrojanHorseSAAccountA"": [0.999897, 0.999874, 0.999832, 0.999741], ""ObtainPasswordFileB"": [0.999803, 0.999776, 0.999731, 0.999642], ""EncounterGuessablePasswordB"": [0.999912, 0.999901, 0.999882, 0.999845, 0.999783], ""LookOverSysAdminShoulderB"": [0.999904, 0.999887, 0.999854, 0.999788], ""TrojanHorseSAAccountB"": [0.999897, 0.999874, 0.999832, 0.999741]}"
3,11,11,1.0,greedy_probability,index,stochastic,1,True,regret,1,0.000067,0.00000000,0.00022508,0.00019225,-0.00003284,"{""Impersonation"": 0.090909, ""User_login"": 0.090909, ""Password_attack"": 0.090909, ""Unauthorized_login"": 0.090909, ""Packet_spoofing"": 0.090909, ""Sync_flood"": 0.090909, ""SQL_injection"": 0.090909, ""Insert_malicious_scripts"": 0.090909, ""Capture_packets"": 0.090909, ""Analyze_packets"": 0.090909, ""Modify_sensitive_data"": 0.090909}","{""Impersonation"": [7e-06], ""User_login"": [0.001089], ""Password_attack"": [0.001064], ""Unauthorized_login"": [0.001064], ""Packet_spoofing"": [0.066687], ""Sync_flood"": [0.066687], ""SQL_injection"": [0.000178], ""Insert_malicious_scripts"": [0.077542], ""Capture_packets"": [0.0], ""Analyze_packets"": [0.000121], ""Modify_sensitive_data"": [0.027011]}"
4,12,37,1.0,greedy_probability,index,stochastic,1,True,regret,3239,0.217159,0.00099970,0.31123457,0.96757860,0.65634403,"{""Guessing"": 2.6e-05, ""Dictionary"": 0.960966, ""Bruteforce"": 2.6e-05, ""GenericReconnaissanceA"": 0.002037, ""EmailTrapExecution"": 2.6e-05, ""PhoneTrapExecution"": 2.6e-05, ""GenericReconnaissanceB"": 0.036765, ""PayloadCrafting"": 2.6e-05, ""EmailFileExecution"": 2.6e-05, ""PhysicalReconnaissance"": 2.6e-05, ""KeyloggerLocalInstallation"": 2.6e-05, ""PasswordIntercept"": 2.6e-05}","{""Guessing"": [0.99992, 0.999857, 0.999714, 0.999357], ""Dictionary"": [0.325784, 0.277502, 0.229202], ""Bruteforce"": [0.999816, 0.999678, 0.999357, 0.998715, 0.997434], ""GenericReconnaissanceA"": [0.99646, 0.995998, 0.99512], ""EmailTrapExecution"": [0.999911, 0.999849, 0.999678], ""PhoneTrapExecution"": [0.999897, 0.999802], ""GenericReconnaissanceB"": [0.926867, 0.917775, 0.900976], ""PayloadCrafting"": [0.99981, 0.999785, 0.999733], ""EmailFileExecution"": [0.999887, 0.999861, 0.9998], ""PhysicalReconnaissance"": [0.999782, 0.999759, 0.999717], ""KeyloggerLocalInstallation"": [0.999871, 0.999829, 0.99975], ""PasswordIntercept"": [0.999953, 0.999932]}"
5,18,18,1.0,greedy_probability,index,stochastic,1,True,regret,1,0.000287,0.00000000,0.00983358,0.01021797,0.00038439,"{""10"": 0.055556, ""11"": 0.055556, ""12"": 0.055556, ""13"": 0.055556, ""14"": 0.055556, ""15"": 0.055556, ""16"": 0.055556, ""17"": 0.055556, ""18"": 0.055556, ""19"": 0.055556, ""20"": 0.055556, ""3"": 0.055556, ""21"": 0.055556, ""22"": 0.055556, ""23"": 0.055556, ""24"": 0.055556, ""25"": 0.055556, ""26"": 0.055556}","{""10"": [0.028726], ""11"": [0.197164], ""12"": [0.693072], ""13"": [0.004704], ""14"": [0.004704], ""15"": [0.004704], ""16"": [0.004704], ""17"": [0.004704], ""18"": [0.004704], ""19"": [0.004704], ""20"": [0.004704], ""3"": [0.070152], ""21"": [0.022446], ""22"": [0.398831], ""23"": [0.022446], ""24"": [0.398831], ""25"": [0.012446], ""26"": [0.012446]}"
6,45,45,1.0,greedy_probability,index,stochastic,1,True,regret,1,0.006130,0.00000000,0.69882622,0.69903686,0.00021064,"{""X1"": 0.022222, ""X2"": 0.022222, ""X3"": 0.022222, ""X4"": 0.022222, ""X5"": 0.022222, ""X6"": 0.022222, ""X7"": 0.022222, ""X8"": 0.022222, ""X9"": 0.022222, ""X10"": 0.022222, ""X11"": 0.022222, ""X12"": 0.022222, ""X13"": 0.022222, ""X14"": 0.022222, ""X15"": 0.022222, ""X16"": 0.022222, ""X17"": 0.022222, ""X18"": 0.022222, ""X19"": 0.022222, ""X20"": 0.022222, ""X21"": 0.022222, ""X22"": 0.022222, ""X23"": 0.022222, ""X24"": 0.022222, ""X25"": 0.022222, ""X26"": 0.022222, ""X27"": 0.022222, ""X28"": 0.022222, ""X29"": 0.022222, ""X30"": 0.022222, ""X31"": 0.022222, ""X32"": 0.022222, ""X33"": 0.022222, ""X34"": 0.022222, ""X35"": 0.022222, ""X36"": 0.022222, ""X37"": 0.022222, ""X38"": 0.022222, ""X44"": 0.022222, ""X45"": 0.022222, ""X39"": 0.022222, ""X40"": 0.022222, ""X41"": 0.022222, ""X42"": 0.022222, ""X43"": 0.022222}","{""X1"": [0.512782], ""X2"": [0.639084], ""X3"": [0.776877], ""X4"": [0.613907], ""X5"": [0.507658], ""X6"": [0.775853], ""X7"": [0.766295], ""X8"": [0.780987], ""X9"": [0.608526], ""X10"": [0.56283], ""X11"": [0.573614], ""X12"": [0.579675], ""X13"": [0.663462], ""X14"": [0.653658], ""X15"": [0.673913], ""X16"": [0.614636], ""X17"": [0.636457], ""X18"": [0.663965], ""X19"": [0.653658], ""X20"": [0.564693], ""X21"": [0.644283], ""X22"": [0.670228], ""X23"": [0.640642], ""X24"": [0.524936], ""X25"": [0.738804], ""X26"": [0.750103], ""X27"": [0.564693], ""X28"": [0.727892], ""X29"": [0.763491], ""X30"": [0.507658], ""X31"": [0.765073], ""X32"": [0.775382], ""X33"": [0.754552], ""X34"": [0.604739], ""X35"": [0.758457], ""X36"": [0.62304], ""X37"": [0.564693], ""X38"": [0.731147], ""X44"": [0.583106], ""X45"": [0.597662], ""X39"": [0.604739], ""X40"": [0.579675], ""X41"": [0.665167], ""X42"": [0.614636], ""X43"": [0.636457]}"
7,25,25,1.0,greedy_probability,index,stochastic,1,True,regret,1,0.001203,0.00000000,0.00109496,0.00096452,-0.00013043,"{""Signal_and_communication"": 0.04, ""Frogs__switches_and_track_appliances"": 0.04, ""Other_way_and_structure"": 0.04, ""Rail__joint_bar_and_rail_anchoring"": 0.04, ""Roadbed"": 0.04, ""Track_geometry"": 0.04, ""Brakes__use_of"": 0.04, ""General_switching_rules"": 0.04, ""Loading_procedures"": 0.04, ""Miscellaneous"": 0.04, ""Speed"": 0.04, ""Switches__use_of"": 0.04, ""Train_handling/train_makeup"": 0.04, ""Axles_and_journal_bearings"": 0.04, ""Body"": 0.04, ""Brakes"": 0.04, ""Coupler_and_draft_system"": 0.04, ""General_mechanical_and_electrical_failures"": 0.04, ""Locomotive"": 0.04, ""Truck_component"": 0.04, ""Wheels"": 0.04, ""Environmental_conditions"": 0.04, ""Loading_procedures_misc"": 0.04, ""Other_miscellaneous"": 0.04, ""Unusual_operating_situations"": 0.04}","{""Signal_and_communication"": [0.000245], ""Frogs__switches_and_track_appliances"": [0.000979], ""Other_way_and_structure"": [0.000245], ""Rail__joint_bar_and_rail_anchoring"": [0.004877], ""Roadbed"": [0.001468], ""Track_geometry"": [0.003419], ""Brakes__use_of"": [2.5e-05], ""General_switching_rules"": [0.000735], ""Loading_procedures"": [2.5e-05], ""Miscellaneous"": [0.000735], ""Speed"": [0.00049], ""Switches__use_of"": [0.000979], ""Train_handling/train_makeup"": [0.002932], ""Axles_and_journal_bearings"": [0.0022], ""Body"": [0.000245], ""Brakes"": [0.001468], ""Coupler_and_draft_system"": [0.000245], ""General_mechanical_and_electrical_failures"": [2.5e-05], ""Locomotive"": [0.001712], ""Truck_component"": [0.000979], ""Wheels"": [0.001956], ""Environmental_conditions"": [0.001712], ""Loading_procedures_misc"": [0.000979], ""Other_miscellaneous"": [0.00049], ""Unusual_operating_situations"": [0.001224]}"
8,9,9,1.0,greedy_probability,index,stochastic,1,True,regret,1,0.000101,0.00000000,0.00678705,0.00620365,-0.00058340,"{""Truck_componenets"": 0.111111, ""Brakes__use_of"": 0.111111, ""Flagging__fixed__hand_and_radio_signals"": 0.111111, ""General_switching_rules"": 0.111111, ""Main-track_authority"": 0.111111, ""Miscellaneous"": 0.111111, ""Speed"": 0.111111, ""Train_handling/train_makeup"": 0.111111, ""Unusual_operating_situations"": 0.111111}","{""Truck_componenets"": [0.003139], ""Brakes__use_of"": [0.009273], ""Flagging__fixed__hand_and_radio_signals"": [0.006257], ""General_switching_rules"": [0.003139], ""Main-track_authority"": [0.012603], ""Miscellaneous"": [0.006257], ""Speed"": [0.024892], ""Train_handling/train_makeup"": [0.003139], ""Unusual_operating_situations"": [0.003139]}"
9,27,27,1.0,greedy_probability,index,stochastic,1,True,regret,1,0.000495,0.00000000,0.01227374,0.01304375,0.00077001,"{""B1"": 0.037037, ""B2"": 0.037037, ""B4"": 0.037037, ""B5"": 0.037037, ""B10"": 0.037037, ""B7"": 0.037037, ""B8"": 0.037037, ""B3"": 0.037037, ""B9"": 0.037037, ""B16"": 0.037037, ""B17"": 0.037037, ""B18"": 0.037037, ""B19"": 0.037037, ""B26"": 0.037037, ""B27"": 0.037037, ""B14"": 0.037037, ""B15"": 0.037037, ""B11"": 0.037037, ""B12"": 0.037037, ""B13"": 0.037037, ""B6"": 0.037037, ""B25"": 0.037037, ""B21"": 0.037037, ""B22"": 0.037037, ""B23"": 0.037037, ""B20"": 0.037037, ""B24"": 0.037037}","{""B1"": [0.000794], ""B2"": [0.000794], ""B4"": [0.058865], ""B5"": [0.000794], ""B10"": [0.000265], ""B7"": [0.000115], ""B8"": [3.8e-05], ""B3"": [5.1e-05], ""B9"": [0.201644], ""B16"": [0.077052], ""B17"": [0.403375], ""B18"": [0.099734], ""B19"": [0.068163], ""B26"": [0.027827], ""B27"": [0.019999], ""B14"": [0.079079], ""B15"": [0.093679], ""B11"": [2.7e-05], ""B12"": [2.7e-05], ""B13"": [2.7e-05], ""B6"": [0.000794], ""B25"": [0.013336], ""B21"": [0.000265], ""B22"": [0.05391], ""B23"": [0.068163], ""B20"": [0.067932], ""B24"": [0.093679]}"
