network_id,n_controls,total_Q,rho,defender_policy,attacker_policy,gradient,samples,converged,stop_reason,iters,defender_opt_time_s,final_regret,defender_assumed_value,attacker_value,value_gap,final_ell,final_indices
0,7,26,1.0,greedy_probability,greedy_probability,stochastic,1,True,regret,8927,0.387306,0.00099024,0.31305380,0.31346781,0.00041401,"{""get_credentials"": 0.368696, ""find_LAN_access_port"": 0.150144, ""spoof_MAC_address"": 0.000344, ""find_WLAN"": 1.6e-05, ""break_WPA_keys"": 1.6e-05, ""exploit_software_vulnerability"": 0.003567, ""run_malicous_script"": 0.477217}",{}
1,8,29,1.0,greedy_probability,greedy_probability,stochastic,1,True,regret,1808,0.066759,0.00099975,0.35570159,0.35643280,0.00073121,"{""BribeProgrammer"": 0.140492, ""ProgrammerObtainsTheCode"": 0.000704, ""HireRobberA"": 0.000148, ""BugInComputerSystem"": 0.000148, ""ExploitBug"": 0.000148, ""HireRobberB"": 0.000148, ""RobberBreaksIntoSystem"": 0.000148, ""UseCodeInProduct"": 0.858064}",{}
2,11,43,1.0,greedy_probability,greedy_probability,stochastic,1,True,regret,1130,0.038378,0.00099958,0.36649663,0.36676356,0.00026693,"{""BreakIntoComputerCentre"": 8e-05, ""Unattended Guest"": 0.000812, ""CorruptSysAdmin"": 0.998464, ""ObtainPasswordFileA"": 8e-05, ""EncounterGuessablePasswordA"": 8e-05, ""LookOverSysAdminShoulderA"": 8e-05, ""TrojanHorseSAAccountA"": 8e-05, ""ObtainPasswordFileB"": 8e-05, ""EncounterGuessablePasswordB"": 8e-05, ""LookOverSysAdminShoulderB"": 8e-05, ""TrojanHorseSAAccountB"": 8e-05}",{}
3,11,11,1.0,greedy_probability,greedy_probability,stochastic,1,True,regret,1,0.000067,0.00000000,0.00022508,0.00026461,0.00003953,"{""Impersonation"": 0.090909, ""User_login"": 0.090909, ""Password_attack"": 0.090909, ""Unauthorized_login"": 0.090909, ""Packet_spoofing"": 0.090909, ""Sync_flood"": 0.090909, ""SQL_injection"": 0.090909, ""Insert_malicious_scripts"": 0.090909, ""Capture_packets"": 0.090909, ""Analyze_packets"": 0.090909, ""Modify_sensitive_data"": 0.090909}",{}
4,12,37,1.0,greedy_probability,greedy_probability,stochastic,1,True,regret,3239,0.221108,0.00099970,0.31123457,0.31323798,0.00200341,"{""Guessing"": 2.6e-05, ""Dictionary"": 0.960966, ""Bruteforce"": 2.6e-05, ""GenericReconnaissanceA"": 0.002037, ""EmailTrapExecution"": 2.6e-05, ""PhoneTrapExecution"": 2.6e-05, ""GenericReconnaissanceB"": 0.036765, ""PayloadCrafting"": 2.6e-05, ""EmailFileExecution"": 2.6e-05, ""PhysicalReconnaissance"": 2.6e-05, ""KeyloggerLocalInstallation"": 2.6e-05, ""PasswordIntercept"": 2.6e-05}",{}
5,18,18,1.0,greedy_probability,greedy_probability,stochastic,1,True,regret,1,0.000287,0.00000000,0.00983358,0.00985973,0.00002615,"{""10"": 0.055556, ""11"": 0.055556, ""12"": 0.055556, ""13"": 0.055556, ""14"": 0.055556, ""15"": 0.055556, ""16"": 0.055556, ""17"": 0.055556, ""18"": 0.055556, ""19"": 0.055556, ""20"": 0.055556, ""3"": 0.055556, ""21"": 0.055556, ""22"": 0.055556, ""23"": 0.055556, ""24"": 0.055556, ""25"": 0.055556, ""26"": 0.055556}",{}
6,45,45,1.0,greedy_probability,greedy_probability,stochastic,1,True,regret,1,0.006008,0.00000000,0.69882622,0.69961558,0.00078937,"{""X1"": 0.022222, ""X2"": 0.022222, ""X3"": 0.022222, ""X4"": 0.022222, ""X5"": 0.022222, ""X6"": 0.022222, ""X7"": 0.022222, ""X8"": 0.022222, ""X9"": 0.022222, ""X10"": 0.022222, ""X11"": 0.022222, ""X12"": 0.022222, ""X13"": 0.022222, ""X14"": 0.022222, ""X15"": 0.022222, ""X16"": 0.022222, ""X17"": 0.022222, ""X18"": 0.022222, ""X19"": 0.022222, ""X20"": 0.022222, ""X21"": 0.022222, ""X22"": 0.022222, ""X23"": 0.022222, ""X24"": 0.022222, ""X25"": 0.022222, ""X26"": 0.022222, ""X27"": 0.022222, ""X28"": 0.022222, ""X29"": 0.022222, ""X30"": 0.022222, ""X31"": 0.022222, ""X32"": 0.022222, ""X33"": 0.022222, ""X34"": 0.022222, ""X35"": 0.022222, ""X36"": 0.022222, ""X37"": 0.022222, ""X38"": 0.022222, ""X44"": 0.022222, ""X45"": 0.022222, ""X39"": 0.022222, ""X40"": 0.022222, ""X41"": 0.022222, ""X42"": 0.022222, ""X43"": 0.022222}",{}
7,25,25,1.0,greedy_probability,greedy_probability,stochastic,1,True,regret,1,0.001194,0.00000000,0.00109496,0.00104021,-0.00005475,"{""Signal_and_communication"": 0.04, ""Frogs__switches_and_track_appliances"": 0.04, ""Other_way_and_structure"": 0.04, ""Rail__joint_bar_and_rail_anchoring"": 0.04, ""Roadbed"": 0.04, ""Track_geometry"": 0.04, ""Brakes__use_of"": 0.04, ""General_switching_rules"": 0.04, ""Loading_procedures"": 0.04, ""Miscellaneous"": 0.04, ""Speed"": 0.04, ""Switches__use_of"": 0.04, ""Train_handling/train_makeup"": 0.04, ""Axles_and_journal_bearings"": 0.04, ""Body"": 0.04, ""Brakes"": 0.04, ""Coupler_and_draft_system"": 0.04, ""General_mechanical_and_electrical_failures"": 0.04, ""Locomotive"": 0.04, ""Truck_component"": 0.04, ""Wheels"": 0.04, ""Environmental_conditions"": 0.04, ""Loading_procedures_misc"": 0.04, ""Other_miscellaneous"": 0.04, ""Unusual_operating_situations"": 0.04}",{}
8,9,9,1.0,greedy_probability,greedy_probability,stochastic,1,True,regret,1,0.000102,0.00000000,0.00678705,0.00596195,-0.00082510,"{""Truck_componenets"": 0.111111, ""Brakes__use_of"": 0.111111, ""Flagging__fixed__hand_and_radio_signals"": 0.111111, ""General_switching_rules"": 0.111111, ""Main-track_authority"": 0.111111, ""Miscellaneous"": 0.111111, ""Speed"": 0.111111, ""Train_handling/train_makeup"": 0.111111, ""Unusual_operating_situations"": 0.111111}",{}
9,27,27,1.0,greedy_probability,greedy_probability,stochastic,1,True,regret,1,0.000490,0.00000000,0.01227374,0.01287842,0.00060468,"{""B1"": 0.037037, ""B2"": 0.037037, ""B4"": 0.037037, ""B5"": 0.037037, ""B10"": 0.037037, ""B7"": 0.037037, ""B8"": 0.037037, ""B3"": 0.037037, ""B9"": 0.037037, ""B16"": 0.037037, ""B17"": 0.037037, ""B18"": 0.037037, ""B19"": 0.037037, ""B26"": 0.037037, ""B27"": 0.037037, ""B14"": 0.037037, ""B15"": 0.037037, ""B11"": 0.037037, ""B12"": 0.037037, ""B13"": 0.037037, ""B6"": 0.037037, ""B25"": 0.037037, ""B21"": 0.037037, ""B22"": 0.037037, ""B23"": 0.037037, ""B20"": 0.037037, ""B24"": 0.037037}",{}
