network_id,n_controls,total_Q,rho,defender_policy,attacker_policy,gradient,samples,converged,stop_reason,iters,defender_opt_time_s,final_regret,defender_assumed_value,attacker_value,value_gap,final_ell,final_indices
0,7,26,10.0,greedy_probability,index,stochastic,1,True,regret,1,0.000100,0.00045400,0.00045965,0.00046200,0.00000235,"{""get_credentials"": 0.142857, ""find_LAN_access_port"": 0.142857, ""spoof_MAC_address"": 0.142857, ""find_WLAN"": 0.142857, ""break_WPA_keys"": 0.142857, ""exploit_software_vulnerability"": 0.142857, ""run_malicous_script"": 0.142857}","{""get_credentials"": [0.000464, 0.0004, 0.000316, 0.000218, 0.000139], ""find_LAN_access_port"": [0.002159, 0.001746, 0.001158], ""spoof_MAC_address"": [0.010847, 0.009827, 0.008446, 0.006627], ""find_WLAN"": [0.001575, 0.001247, 0.000822], ""break_WPA_keys"": [0.00824, 0.006401, 0.004259, 0.002569], ""exploit_software_vulnerability"": [0.047926, 0.042299, 0.034456, 0.0238], ""run_malicous_script"": [0.209334, 0.17863, 0.129024]}"
1,8,29,10.0,greedy_probability,index,stochastic,1,True,regret,1,0.000081,0.00019808,0.01824862,0.01915408,0.00090546,"{""BribeProgrammer"": 0.125, ""ProgrammerObtainsTheCode"": 0.125, ""HireRobberA"": 0.125, ""BugInComputerSystem"": 0.125, ""ExploitBug"": 0.125, ""HireRobberB"": 0.125, ""RobberBreaksIntoSystem"": 0.125, ""UseCodeInProduct"": 0.125}","{""BribeProgrammer"": [0.019232, 0.017048, 0.013719, 0.009973], ""ProgrammerObtainsTheCode"": [0.073847, 0.067091, 0.05781, 0.045367], ""HireRobberA"": [0.004614, 0.004041, 0.003166], ""BugInComputerSystem"": [0.018693, 0.016631, 0.013855, 0.010368], ""ExploitBug"": [0.070831, 0.061886, 0.049172], ""HireRobberB"": [0.016062, 0.014068, 0.011021], ""RobberBreaksIntoSystem"": [0.065814, 0.052853, 0.035694], ""UseCodeInProduct"": [0.276135, 0.263287, 0.240828, 0.20445, 0.144313]}"
2,11,43,10.0,greedy_probability,index,stochastic,1,True,regret,1883,0.065188,0.00099997,0.00006527,0.99942423,0.99935897,"{""BreakIntoComputerCentre"": 4.8e-05, ""Unattended Guest"": 0.03844, ""CorruptSysAdmin"": 0.961125, ""ObtainPasswordFileA"": 4.8e-05, ""EncounterGuessablePasswordA"": 4.8e-05, ""LookOverSysAdminShoulderA"": 4.8e-05, ""TrojanHorseSAAccountA"": 4.8e-05, ""ObtainPasswordFileB"": 4.8e-05, ""EncounterGuessablePasswordB"": 4.8e-05, ""LookOverSysAdminShoulderB"": 4.8e-05, ""TrojanHorseSAAccountB"": 4.8e-05}","{""BreakIntoComputerCentre"": [0.999301, 0.99909, 0.99866], ""Unattended Guest"": [0.652461, 0.6216, 0.565475], ""CorruptSysAdmin"": [6.3e-05, 5.7e-05, 4.9e-05], ""ObtainPasswordFileA"": [0.998817, 0.998656, 0.998388, 0.997852], ""EncounterGuessablePasswordA"": [0.99947, 0.999404, 0.99929, 0.999072, 0.998697], ""LookOverSysAdminShoulderA"": [0.999425, 0.99932, 0.999123, 0.998731], ""TrojanHorseSAAccountA"": [0.999381, 0.999246, 0.998995, 0.998445], ""ObtainPasswordFileB"": [0.998817, 0.998656, 0.998388, 0.997852], ""EncounterGuessablePasswordB"": [0.99947, 0.999404, 0.99929, 0.999072, 0.998697], ""LookOverSysAdminShoulderB"": [0.999425, 0.99932, 0.999123, 0.998731], ""TrojanHorseSAAccountB"": [0.999381, 0.999246, 0.998995, 0.998445]}"
3,11,11,10.0,greedy_probability,index,stochastic,1,True,regret,1,0.000067,0.00000000,0.00001767,0.00001927,0.00000161,"{""Impersonation"": 0.090909, ""User_login"": 0.090909, ""Password_attack"": 0.090909, ""Unauthorized_login"": 0.090909, ""Packet_spoofing"": 0.090909, ""Sync_flood"": 0.090909, ""SQL_injection"": 0.090909, ""Insert_malicious_scripts"": 0.090909, ""Capture_packets"": 0.090909, ""Analyze_packets"": 0.090909, ""Modify_sensitive_data"": 0.090909}","{""Impersonation"": [0.0], ""User_login"": [2.3e-05], ""Password_attack"": [2.2e-05], ""Unauthorized_login"": [2.2e-05], ""Packet_spoofing"": [0.004567], ""Sync_flood"": [0.004567], ""SQL_injection"": [5e-06], ""Insert_malicious_scripts"": [0.005369], ""Capture_packets"": [0.0], ""Analyze_packets"": [3e-06], ""Modify_sensitive_data"": [0.001779]}"
4,12,37,10.0,greedy_probability,index,stochastic,1,True,regret,594,0.041524,0.00099868,0.00003126,0.81946760,0.81943635,"{""Guessing"": 0.00014, ""Dictionary"": 0.22307, ""Bruteforce"": 0.00014, ""GenericReconnaissanceA"": 0.222008, ""EmailTrapExecution"": 0.00014, ""PhoneTrapExecution"": 0.00014, ""GenericReconnaissanceB"": 0.55366, ""PayloadCrafting"": 0.00014, ""EmailFileExecution"": 0.00014, ""PhysicalReconnaissance"": 0.00014, ""KeyloggerLocalInstallation"": 0.00014, ""PasswordIntercept"": 0.00014}","{""Guessing"": [0.995632, 0.992261, 0.984641, 0.966093], ""Dictionary"": [0.085843, 0.069457, 0.05463], ""Bruteforce"": [0.990072, 0.982754, 0.966093, 0.934409, 0.876893], ""GenericReconnaissanceA"": [0.067334, 0.059768, 0.049248], ""EmailTrapExecution"": [0.995182, 0.991809, 0.982754], ""PhoneTrapExecution"": [0.994416, 0.989316], ""GenericReconnaissanceB"": [0.001869, 0.001645, 0.001341], ""PayloadCrafting"": [0.989725, 0.988393, 0.985613], ""EmailFileExecution"": [0.993852, 0.992477, 0.989168], ""PhysicalReconnaissance"": [0.988243, 0.987008, 0.984731], ""KeyloggerLocalInstallation"": [0.992986, 0.990761, 0.986525], ""PasswordIntercept"": [0.997454, 0.996319]}"
5,18,18,10.0,greedy_probability,index,stochastic,1,True,regret,1,0.000295,0.00000000,0.00129037,0.00304928,0.00175891,"{""10"": 0.055556, ""11"": 0.055556, ""12"": 0.055556, ""13"": 0.055556, ""14"": 0.055556, ""15"": 0.055556, ""16"": 0.055556, ""17"": 0.055556, ""18"": 0.055556, ""19"": 0.055556, ""20"": 0.055556, ""3"": 0.055556, ""21"": 0.055556, ""22"": 0.055556, ""23"": 0.055556, ""24"": 0.055556, ""25"": 0.055556, ""26"": 0.055556}","{""10"": [0.00088], ""11"": [0.011825], ""12"": [0.147951], ""13"": [0.000363], ""14"": [0.000363], ""15"": [0.000363], ""16"": [0.000363], ""17"": [0.000363], ""18"": [0.000363], ""19"": [0.000363], ""20"": [0.000363], ""3"": [0.005768], ""21"": [0.001085], ""22"": [0.048539], ""23"": [0.001085], ""24"": [0.048539], ""25"": [0.000968], ""26"": [0.000968]}"
6,45,45,10.0,greedy_probability,index,stochastic,1,True,regret,1,0.006360,0.00000000,0.23471612,0.23340543,-0.00131070,"{""X1"": 0.022222, ""X2"": 0.022222, ""X3"": 0.022222, ""X4"": 0.022222, ""X5"": 0.022222, ""X6"": 0.022222, ""X7"": 0.022222, ""X8"": 0.022222, ""X9"": 0.022222, ""X10"": 0.022222, ""X11"": 0.022222, ""X12"": 0.022222, ""X13"": 0.022222, ""X14"": 0.022222, ""X15"": 0.022222, ""X16"": 0.022222, ""X17"": 0.022222, ""X18"": 0.022222, ""X19"": 0.022222, ""X20"": 0.022222, ""X21"": 0.022222, ""X22"": 0.022222, ""X23"": 0.022222, ""X24"": 0.022222, ""X25"": 0.022222, ""X26"": 0.022222, ""X27"": 0.022222, ""X28"": 0.022222, ""X29"": 0.022222, ""X30"": 0.022222, ""X31"": 0.022222, ""X32"": 0.022222, ""X33"": 0.022222, ""X34"": 0.022222, ""X35"": 0.022222, ""X36"": 0.022222, ""X37"": 0.022222, ""X38"": 0.022222, ""X44"": 0.022222, ""X45"": 0.022222, ""X39"": 0.022222, ""X40"": 0.022222, ""X41"": 0.022222, ""X42"": 0.022222, ""X43"": 0.022222}","{""X1"": [0.086789], ""X2"": [0.137854], ""X3"": [0.239201], ""X4"": [0.125554], ""X5"": [0.085178], ""X6"": [0.23813], ""X7"": [0.228445], ""X8"": [0.243572], ""X9"": [0.123089], ""X10"": [0.104148], ""X11"": [0.108321], ""X12"": [0.110742], ""X13"": [0.151118], ""X14"": [0.145609], ""X15"": [0.15727], ""X16"": [0.125892], ""X17"": [0.136508], ""X18"": [0.151407], ""X19"": [0.145609], ""X20"": [0.104857], ""X21"": [0.140563], ""X22"": [0.155066], ""X23"": [0.13866], ""X24"": [0.090727], ""X25"": [0.203451], ""X26"": [0.213248], ""X27"": [0.104857], ""X28"": [0.194557], ""X29"": [0.225708], ""X30"": [0.085178], ""X31"": [0.227247], ""X32"": [0.237639], ""X33"": [0.217281], ""X34"": [0.121386], ""X35"": [0.220908], ""X36"": [0.129865], ""X37"": [0.104857], ""X38"": [0.197155], ""X44"": [0.112138], ""X45"": [0.118273], ""X39"": [0.121386], ""X40"": [0.110742], ""X41"": [0.152101], ""X42"": [0.125892], ""X43"": [0.136508]}"
7,25,25,10.0,greedy_probability,index,stochastic,1,True,regret,1,0.001202,0.00000000,0.00033403,0.00027903,-0.00005500,"{""Signal_and_communication"": 0.04, ""Frogs__switches_and_track_appliances"": 0.04, ""Other_way_and_structure"": 0.04, ""Rail__joint_bar_and_rail_anchoring"": 0.04, ""Roadbed"": 0.04, ""Track_geometry"": 0.04, ""Brakes__use_of"": 0.04, ""General_switching_rules"": 0.04, ""Loading_procedures"": 0.04, ""Miscellaneous"": 0.04, ""Speed"": 0.04, ""Switches__use_of"": 0.04, ""Train_handling/train_makeup"": 0.04, ""Axles_and_journal_bearings"": 0.04, ""Body"": 0.04, ""Brakes"": 0.04, ""Coupler_and_draft_system"": 0.04, ""General_mechanical_and_electrical_failures"": 0.04, ""Locomotive"": 0.04, ""Truck_component"": 0.04, ""Wheels"": 0.04, ""Environmental_conditions"": 0.04, ""Loading_procedures_misc"": 0.04, ""Other_miscellaneous"": 0.04, ""Unusual_operating_situations"": 0.04}","{""Signal_and_communication"": [2e-05], ""Frogs__switches_and_track_appliances"": [8.1e-05], ""Other_way_and_structure"": [2e-05], ""Rail__joint_bar_and_rail_anchoring"": [0.000406], ""Roadbed"": [0.000122], ""Track_geometry"": [0.000285], ""Brakes__use_of"": [2e-06], ""General_switching_rules"": [6.1e-05], ""Loading_procedures"": [2e-06], ""Miscellaneous"": [6.1e-05], ""Speed"": [4.1e-05], ""Switches__use_of"": [8.1e-05], ""Train_handling/train_makeup"": [0.000244], ""Axles_and_journal_bearings"": [0.000183], ""Body"": [2e-05], ""Brakes"": [0.000122], ""Coupler_and_draft_system"": [2e-05], ""General_mechanical_and_electrical_failures"": [2e-06], ""Locomotive"": [0.000142], ""Truck_component"": [8.1e-05], ""Wheels"": [0.000163], ""Environmental_conditions"": [0.000142], ""Loading_procedures_misc"": [8.1e-05], ""Other_miscellaneous"": [4.1e-05], ""Unusual_operating_situations"": [0.000102]}"
8,9,9,10.0,greedy_probability,index,stochastic,1,True,regret,1,0.000100,0.00000000,0.00125904,0.00120088,-0.00005816,"{""Truck_componenets"": 0.111111, ""Brakes__use_of"": 0.111111, ""Flagging__fixed__hand_and_radio_signals"": 0.111111, ""General_switching_rules"": 0.111111, ""Main-track_authority"": 0.111111, ""Miscellaneous"": 0.111111, ""Speed"": 0.111111, ""Train_handling/train_makeup"": 0.111111, ""Unusual_operating_situations"": 0.111111}","{""Truck_componenets"": [0.000182], ""Brakes__use_of"": [0.00054], ""Flagging__fixed__hand_and_radio_signals"": [0.000363], ""General_switching_rules"": [0.000182], ""Main-track_authority"": [0.000736], ""Miscellaneous"": [0.000363], ""Speed"": [0.00147], ""Train_handling/train_makeup"": [0.000182], ""Unusual_operating_situations"": [0.000182]}"
9,27,27,10.0,greedy_probability,index,stochastic,1,True,regret,1,0.000496,0.00000000,0.00549699,0.00582807,0.00033108,"{""B1"": 0.037037, ""B2"": 0.037037, ""B4"": 0.037037, ""B5"": 0.037037, ""B10"": 0.037037, ""B7"": 0.037037, ""B8"": 0.037037, ""B3"": 0.037037, ""B9"": 0.037037, ""B16"": 0.037037, ""B17"": 0.037037, ""B18"": 0.037037, ""B19"": 0.037037, ""B26"": 0.037037, ""B27"": 0.037037, ""B14"": 0.037037, ""B15"": 0.037037, ""B11"": 0.037037, ""B12"": 0.037037, ""B13"": 0.037037, ""B6"": 0.037037, ""B25"": 0.037037, ""B21"": 0.037037, ""B22"": 0.037037, ""B23"": 0.037037, ""B20"": 0.037037, ""B24"": 0.037037}","{""B1"": [6.7e-05], ""B2"": [6.7e-05], ""B4"": [0.005237], ""B5"": [6.7e-05], ""B10"": [2.2e-05], ""B7"": [5e-06], ""B8"": [2e-06], ""B3"": [2e-06], ""B9"": [0.020817], ""B16"": [0.006978], ""B17"": [0.053843], ""B18"": [0.009239], ""B19"": [0.006119], ""B26"": [0.002403], ""B27"": [0.001715], ""B14"": [0.007176], ""B15"": [0.008625], ""B11"": [2e-06], ""B12"": [2e-06], ""B13"": [2e-06], ""B6"": [6.7e-05], ""B25"": [0.001136], ""B21"": [2.2e-05], ""B22"": [0.004773], ""B23"": [0.006119], ""B20"": [0.006097], ""B24"": [0.008625]}"
