network_id,n_controls,total_Q,rho,defender_policy,attacker_policy,gradient,samples,converged,stop_reason,iters,defender_opt_time_s,final_regret,defender_assumed_value,attacker_value,value_gap,final_ell,final_indices
0,7,26,5.0,greedy_probability,greedy_probability,stochastic,10,True,regret,26,0.015263,0.00098349,0.00499553,0.00500497,0.00000944,"{""get_credentials"": 0.319833, ""find_LAN_access_port"": 0.200233, ""spoof_MAC_address"": 0.008684, ""find_WLAN"": 0.005495, ""break_WPA_keys"": 0.005495, ""exploit_software_vulnerability"": 0.225963, ""run_malicous_script"": 0.234298}",{}
1,8,29,5.0,greedy_probability,greedy_probability,stochastic,10,True,regret,429,0.103124,0.00099901,0.00641546,0.00643444,0.00001898,"{""BribeProgrammer"": 0.481771, ""ProgrammerObtainsTheCode"": 0.017248, ""HireRobberA"": 0.000291, ""BugInComputerSystem"": 0.000291, ""ExploitBug"": 0.000291, ""HireRobberB"": 0.000291, ""RobberBreaksIntoSystem"": 0.000291, ""UseCodeInProduct"": 0.499524}",{}
2,11,43,5.0,greedy_probability,greedy_probability,stochastic,10,True,regret,2641,0.406927,0.00099973,0.00669470,0.00670241,0.00000771,"{""BreakIntoComputerCentre"": 3.4e-05, ""Unattended Guest"": 6.1e-05, ""CorruptSysAdmin"": 0.999629, ""ObtainPasswordFileA"": 3.4e-05, ""EncounterGuessablePasswordA"": 3.4e-05, ""LookOverSysAdminShoulderA"": 3.4e-05, ""TrojanHorseSAAccountA"": 3.4e-05, ""ObtainPasswordFileB"": 3.4e-05, ""EncounterGuessablePasswordB"": 3.4e-05, ""LookOverSysAdminShoulderB"": 3.4e-05, ""TrojanHorseSAAccountB"": 3.4e-05}",{}
3,11,11,5.0,greedy_probability,greedy_probability,stochastic,10,True,regret,1,0.000415,0.00000000,0.00007205,0.00009470,0.00002266,"{""Impersonation"": 0.090909, ""User_login"": 0.090909, ""Password_attack"": 0.090909, ""Unauthorized_login"": 0.090909, ""Packet_spoofing"": 0.090909, ""Sync_flood"": 0.090909, ""SQL_injection"": 0.090909, ""Insert_malicious_scripts"": 0.090909, ""Capture_packets"": 0.090909, ""Analyze_packets"": 0.090909, ""Modify_sensitive_data"": 0.090909}",{}
4,12,37,5.0,greedy_probability,greedy_probability,stochastic,10,True,regret,1034,0.490639,0.00099958,0.00477265,0.00480033,0.00002768,"{""Guessing"": 8.1e-05, ""Dictionary"": 0.373747, ""Bruteforce"": 8.1e-05, ""GenericReconnaissanceA"": 0.27428, ""EmailTrapExecution"": 8.1e-05, ""PhoneTrapExecution"": 8.1e-05, ""GenericReconnaissanceB"": 0.351248, ""PayloadCrafting"": 8.1e-05, ""EmailFileExecution"": 8.1e-05, ""PhysicalReconnaissance"": 8.1e-05, ""KeyloggerLocalInstallation"": 8.1e-05, ""PasswordIntercept"": 8.1e-05}",{}
5,18,18,5.0,greedy_probability,greedy_probability,stochastic,10,True,regret,1,0.002729,0.00000000,0.00374708,0.00386763,0.00012056,"{""10"": 0.055556, ""11"": 0.055556, ""12"": 0.055556, ""13"": 0.055556, ""14"": 0.055556, ""15"": 0.055556, ""16"": 0.055556, ""17"": 0.055556, ""18"": 0.055556, ""19"": 0.055556, ""20"": 0.055556, ""3"": 0.055556, ""21"": 0.055556, ""22"": 0.055556, ""23"": 0.055556, ""24"": 0.055556, ""25"": 0.055556, ""26"": 0.055556}",{}
6,45,45,5.0,greedy_probability,greedy_probability,stochastic,10,True,regret,1738,39.215231,0.00099952,0.00598690,0.00599247,0.00000557,"{""X1"": 1.3e-05, ""X2"": 1.3e-05, ""X3"": 0.014307, ""X4"": 1.3e-05, ""X5"": 1.3e-05, ""X6"": 0.001091, ""X7"": 0.000485, ""X8"": 0.982209, ""X9"": 1.3e-05, ""X10"": 1.3e-05, ""X11"": 1.3e-05, ""X12"": 1.3e-05, ""X13"": 1.3e-05, ""X14"": 1.3e-05, ""X15"": 1.9e-05, ""X16"": 1.3e-05, ""X17"": 1.3e-05, ""X18"": 1.3e-05, ""X19"": 1.3e-05, ""X20"": 1.3e-05, ""X21"": 1.3e-05, ""X22"": 1.3e-05, ""X23"": 1.3e-05, ""X24"": 1.3e-05, ""X25"": 1.9e-05, ""X26"": 1.9e-05, ""X27"": 1.3e-05, ""X28"": 1.9e-05, ""X29"": 9.4e-05, ""X30"": 1.3e-05, ""X31"": 0.000449, ""X32"": 0.000686, ""X33"": 9.4e-05, ""X34"": 1.3e-05, ""X35"": 9.4e-05, ""X36"": 1.3e-05, ""X37"": 1.3e-05, ""X38"": 1.9e-05, ""X44"": 1.3e-05, ""X45"": 1.3e-05, ""X39"": 1.3e-05, ""X40"": 1.3e-05, ""X41"": 1.3e-05, ""X42"": 1.3e-05, ""X43"": 1.3e-05}",{}
7,25,25,5.0,greedy_probability,greedy_probability,stochastic,10,True,regret,1,0.011513,0.00000000,0.00055676,0.00066475,0.00010799,"{""Signal_and_communication"": 0.04, ""Frogs__switches_and_track_appliances"": 0.04, ""Other_way_and_structure"": 0.04, ""Rail__joint_bar_and_rail_anchoring"": 0.04, ""Roadbed"": 0.04, ""Track_geometry"": 0.04, ""Brakes__use_of"": 0.04, ""General_switching_rules"": 0.04, ""Loading_procedures"": 0.04, ""Miscellaneous"": 0.04, ""Speed"": 0.04, ""Switches__use_of"": 0.04, ""Train_handling/train_makeup"": 0.04, ""Axles_and_journal_bearings"": 0.04, ""Body"": 0.04, ""Brakes"": 0.04, ""Coupler_and_draft_system"": 0.04, ""General_mechanical_and_electrical_failures"": 0.04, ""Locomotive"": 0.04, ""Truck_component"": 0.04, ""Wheels"": 0.04, ""Environmental_conditions"": 0.04, ""Loading_procedures_misc"": 0.04, ""Other_miscellaneous"": 0.04, ""Unusual_operating_situations"": 0.04}",{}
8,9,9,5.0,greedy_probability,greedy_probability,stochastic,10,True,regret,1,0.000789,0.00000000,0.00274606,0.00257475,-0.00017130,"{""Truck_componenets"": 0.111111, ""Brakes__use_of"": 0.111111, ""Flagging__fixed__hand_and_radio_signals"": 0.111111, ""General_switching_rules"": 0.111111, ""Main-track_authority"": 0.111111, ""Miscellaneous"": 0.111111, ""Speed"": 0.111111, ""Train_handling/train_makeup"": 0.111111, ""Unusual_operating_situations"": 0.111111}",{}
9,27,27,5.0,greedy_probability,greedy_probability,stochastic,10,True,regret,1,0.004536,0.00000000,0.00833105,0.00857337,0.00024232,"{""B1"": 0.037037, ""B2"": 0.037037, ""B4"": 0.037037, ""B5"": 0.037037, ""B10"": 0.037037, ""B7"": 0.037037, ""B8"": 0.037037, ""B3"": 0.037037, ""B9"": 0.037037, ""B16"": 0.037037, ""B17"": 0.037037, ""B18"": 0.037037, ""B19"": 0.037037, ""B26"": 0.037037, ""B27"": 0.037037, ""B14"": 0.037037, ""B15"": 0.037037, ""B11"": 0.037037, ""B12"": 0.037037, ""B13"": 0.037037, ""B6"": 0.037037, ""B25"": 0.037037, ""B21"": 0.037037, ""B22"": 0.037037, ""B23"": 0.037037, ""B20"": 0.037037, ""B24"": 0.037037}",{}
